Human	Mouse
P36404	Q9D0J4
Q9HAJ7	Q5SQF8
Q96D59	Q8QZS5
Q8TAC2	Q9CR30
Q8IX05	Q9DCG2
Q8TBF2	Q9DB60
Q9H0A8	Q9CQ02
Q9UI14	Q9Z0S9
P22914	O35486
A6NGH7	Q3UYG1
P40616	P61211
Q03135	P49817
P56179	P70397
Q17R55	Q0VAY3
P57771	Q8BXT1
Q6Q6R5	Q6Q6R3
Q15544	Q99JX1
P67812	Q9R0P6
Q15038	Q9DCP9
Q96AH8	Q8VEA8
O43617	O55013
P35663	G3X9R0
Q16613	O88816
Q00765	Q60870
Q8N8Y5	Q02526
Q4V9L6	Q8R138
Q8N1A6	Q8BGN2
Q15382	Q921J2
Q96AQ2	Q8CHQ6
Q9UNL2	Q9DCF9
P43366	A2A9R3
P43366	G3UXJ2
O15481	A2A9R3
O15481	G3UXJ2
O15479	A2A9R3
O15479	G3UXJ2
Q8NCU7	E9Q861
Q8NCU7	Q80XU5
A6NLJ0	E9Q861
A6NLJ0	Q80XU5
O60248	P43267
P07305	P10922
P62253	P62254
P09234	Q62241
O14862	Q91VJ1
A0PJX0	Q9D9N5
Q96FZ7	P0C0A3
O43399	Q9CYZ2
O95237	Q9JI60
Q13790	Q91V80
Q8IWV1	Q8BHB3
Q53SZ7	Q9D9B7
Q6P4H8	Q9D1Z3
Q9NYV9	Q7M720
Q6PII5	Q9DB32
Q8TDS7	Q91ZB8
Q86WR6	Q9D979
Q8WUX2	Q9CQG1
Q8TAP8	Q9D8C8
Q9NV31	Q921Y2
P43363	A2AMW4
P07203	P11352
A6NDY0	Q5XFR0
P15514	P31955
P48788	P13412
O00193	Q9R0P4
P43308	Q9CPW5
P55145	Q9CXI5
Q04760	Q9CPU0
Q8N4E7	Q9D5H4
Q9H7X7	Q9DAI2
Q8N7P3	Q9D7U6
Q8N7P3	D3YXJ9
A6NM45	Q9D7U6
A6NM45	D3YXJ9
A1E959	A1E960
P02511	P23927
E7EML9	Q402U7
O00762	Q9D1C1
Q6PI98	Q8BHA0
Q9BVC6	Q3UBX0
Q8N128	Q8BR63
Q8NFK1	Q921C1
Q96A25	Q8VC04
Q9NNZ3	Q9D844
Q9UII6	Q9QYJ7
Q9Y6I8	Q9JJW0
Q8TD46	Q9ES57
Q8TD46	Q8BTP3
Q8TD46	Q6XJV4
Q6Q8B3	Q9ES57
Q6Q8B3	Q8BTP3
Q6Q8B3	Q6XJV4
A0PJX2	A2ACG1
Q12974	O70274
P23919	P97930
O43822	Q8C6G1
O75915	Q8R5J9
Q86SG7	Q3V1I0
Q8NB15	Q6P0X2
Q86VX2	Q8BG94
Q6UYE1	Q8CHZ8
Q9BXI9	Q6IR41
Q9BRP8	Q8CHP5
Q9BRV3	Q9CXK4
Q99828	Q9Z0F4
Q9Y5Z4	Q9WU63
Q16772	P30115
Q16772	P10648
Q16772	E9Q6L7
Q16772	P13745
P08263	P30115
P08263	P10648
P08263	E9Q6L7
P08263	P13745
P09210	P30115
P09210	P10648
P09210	E9Q6L7
P09210	P13745
Q7RTV2	P30115
Q7RTV2	P10648
Q7RTV2	E9Q6L7
Q7RTV2	P13745
O43521	O54918
P01584	P10749
P12829	P09541
P08311	P28293
E7ERA6	Q3UV31
P16403	P15864
P21854	P21855
Q5VZ72	A6PWV3
P02647	Q00623
Q15527	P09926
P62487	P62488
Q8N4H0	B2RV46
Q7Z4H3	Q3SXD3
Q7Z6V5	Q6P6J0
P24844	Q9CQ19
O95473	Q9Z1L2
Q7Z5A4	Q8VIF2
Q8IYS5	Q8VBT3
Q6BDI9	Q9D7T1
Q9Y279	Q80WA3
Q99988	Q9Z0J7
Q9NW81	Q9D7K5
Q9Y248	Q9D600
Q9BYQ5	B1AQ90
Q9BYQ5	B1AQB2
Q9BYQ5	B1AQB1
Q9BYQ5	B1AQA9
Q9BYQ5	Q9D732
Q9BYQ5	B1AQA8
Q9BYQ5	B1AQB0
Q9BYQ5	Q3V4B7
Q9BYQ5	B1AQA7
Q9BYQ5	Q9D7P3
Q9BYQ5	A2A4L9
Q9BYQ5	B1AQ89
Q9BYQ8	B1AQ90
Q9BYQ8	B1AQB2
Q9BYQ8	B1AQB1
Q9BYQ8	B1AQA9
Q9BYQ8	Q9D732
Q9BYQ8	B1AQA8
Q9BYQ8	B1AQB0
Q9BYQ8	Q3V4B7
Q9BYQ8	B1AQA7
Q9BYQ8	Q9D7P3
Q9BYQ8	A2A4L9
Q9BYQ8	B1AQ89
Q9BYR0	B1AQ90
Q9BYR0	B1AQB2
Q9BYR0	B1AQB1
Q9BYR0	B1AQA9
Q9BYR0	Q9D732
Q9BYR0	B1AQA8
Q9BYR0	B1AQB0
Q9BYR0	Q3V4B7
Q9BYR0	B1AQA7
Q9BYR0	Q9D7P3
Q9BYR0	A2A4L9
Q9BYR0	B1AQ89
Q9BQ66	B1AQ90
Q9BQ66	B1AQB2
Q9BQ66	B1AQB1
Q9BQ66	B1AQA9
Q9BQ66	Q9D732
Q9BQ66	B1AQA8
Q9BQ66	B1AQB0
Q9BQ66	Q3V4B7
Q9BQ66	B1AQA7
Q9BQ66	Q9D7P3
Q9BQ66	A2A4L9
Q9BQ66	B1AQ89
Q9BYQ6	B1AQ90
Q9BYQ6	B1AQB2
Q9BYQ6	B1AQB1
Q9BYQ6	B1AQA9
Q9BYQ6	Q9D732
Q9BYQ6	B1AQA8
Q9BYQ6	B1AQB0
Q9BYQ6	Q3V4B7
Q9BYQ6	B1AQA7
Q9BYQ6	Q9D7P3
Q9BYQ6	A2A4L9
Q9BYQ6	B1AQ89
Q9BYR2	B1AQ90
Q9BYR2	B1AQB2
Q9BYR2	B1AQB1
Q9BYR2	B1AQA9
Q9BYR2	Q9D732
Q9BYR2	B1AQA8
Q9BYR2	B1AQB0
Q9BYR2	Q3V4B7
Q9BYR2	B1AQA7
Q9BYR2	Q9D7P3
Q9BYR2	A2A4L9
Q9BYR2	B1AQ89
Q9BYQ9	B1AQ90
Q9BYQ9	B1AQB2
Q9BYQ9	B1AQB1
Q9BYQ9	B1AQA9
Q9BYQ9	Q9D732
Q9BYQ9	B1AQA8
Q9BYQ9	B1AQB0
Q9BYQ9	Q3V4B7
Q9BYQ9	B1AQA7
Q9BYQ9	Q9D7P3
Q9BYQ9	A2A4L9
Q9BYQ9	B1AQ89
Q14129	O35347
Q9BY27	O35347
P06729	P08920
O14950	Q3THE2
P20809	P47873
O15431	Q8K211
Q99748	P97463
Q6UWN0	Q8BVP6
Q86XR7	Q8BJQ4
P48047	Q9DB20
Q8IYP2	Q8BW11
Q2KHN1	Q9CQ29
Q6NW29	Q9CPR1
Q8IYV9	Q9D9J7
Q9UKJ5	Q9D9G3
P00374	P00375
P05976	P05977
Q3ZCW2	Q8VED9
Q96KS9	Q6P1G6
Q96EH8	Q8CJC5
Q9Y6G5	Q8JZY2
Q9BR10	Q9DA57
Q9NPI5	Q9D7C9
Q9NRV9	Q9R257
Q96LB1	Q3UG50
Q96LB1	Q3UG61
Q96LB1	Q3KNA1
H3BPM6	D3Z393
A8MTI9	F6ZHJ2
P00403	P00405
P52798	O08542
H3BQB6	Q6P3A1
P13498	Q61462
P22748	Q64444
Q8NCL8	G3X9M9
Q69YW0	Q14DK1
Q8N6G2	Q0VB26
Q14681	Q8CEZ0
Q99075	Q06186
Q9NP55	P97361
Q9BV19	Q5EBG8
Q96F83	Q8BHN9
Q9BTP7	Q8BHL6
Q9UBI1	Q63829
Q8WV74	Q9CR24
Q9GZQ3	Q8R395
Q9BQ51	Q9WUL5
Q9Y3C8	Q9CR09
Q9Y3C6	Q9D0W5
P49914	L7N466
P49914	Q9D110
P39210	P19258
P21673	P48026
P21246	P63089
P62324	P62325
P30408	Q64302
A6NN92	Q9CX92
Q9H7T9	E9Q6Z5
O75365	Q9D658
Q8N0U8	Q6TEK5
P00568	Q9R0Y5
Q66PJ3	Q9JM93
P01854	P06336
P02794	P09528
Q1ZYL8	D3Z690
O14683	Q4QQM4
P30086	P70296
Q6ZV65	D3YWC7
Q8NC06	E9Q289
Q13442	Q3UHX2
O14894	Q91XF2
O43247	Q9D9J2
Q8N5J4	Q6P3D7
Q7Z3Z2	Q8BRE0
P51452	Q9D7X3
Q8NHY5	Q8K572
Q96AW1	Q8R1C3
Q96HR3	Q9CQI9
Q9BUL9	Q91WE3
Q96SL4	Q99LJ6
Q96A05	Q9D593
Q9BW30	Q9CRB6
Q9NYX4	Q9DCA7
Q9Y2Q3	Q9DCM2
Q8NBD8	Q8BFQ2
Q8NBD8	F2Z3Z2
O43680	O35437
P18085	P61750
P18847	Q60765
P32321	Q8K2D6
Q96GC5	Q8JZS9
Q96PS1	Q9D4K4
Q9NV56	Q9DAT2
Q9Y3C0	Q9CR27
Q9Y6M9	Q9CQJ8
Q9Y275	Q9WU72
P10144	P04187
P16410	P09793
P24592	P47880
Q93045	P55821
O60760	Q9JHF7
Q5TA50	Q8BS40
P59796	Q91WR8
O60830	Q9Z0V7
Q8WW12	Q6P8I4
Q9NSI5	Q7TSN7
Q9BUR5	Q9DCZ4
P51124	O08643
P61923	P61924
H3BQU4	Q80ZQ7
P84103	P84104
P79522	Q811B5
Q9NY30	O70552
Q9GZZ1	Q6PGB6
Q8WZA0	Q8K3C3
Q6P589	Q9D8Y7
Q9NUD7	Q8BJX2
Q9NVS2	Q99N85
Q9UDW3	Q9CQR5
P41236	Q9DCL8
Q6NXS1	Q9DCL8
Q96PQ5	Q9DCL8
Q8TAP9	Q9D011
Q8TAP9	J3QQ10
Q12983	O55003
P55001	P55002
P60604	P60605
A6NC51	Q8R218
Q3MIW9	Q3TNW5
Q5T215	Q4KL14
Q8N4B5	Q6PAN7
Q15762	Q8K4F0
Q53RE8	Q9D2X0
Q9P000	Q8K2Q0
Q9BTX3	Q9CR96
Q9BYD1	Q9D1P0
Q9NPD8	Q9CQ37
Q9NYW0	Q7M725
Q9NYW0	Q7M722
O15492	P97428
P63098	Q63810
O75474	Q8K025
Q92988	P70436
Q52MB2	Q8BMK5
Q9NZ72	O70166
Q96NL8	Q3UJP5
Q8TBE1	Q6ZWS4
Q8N755	Q8C6U2
Q9BW11	Q80US8
Q15185	Q9R0Q7
Q8TDQ0	Q8VIM0
Q9BT25	Q99L00
Q9BW66	Q9D0V8
Q9NVX0	Q9CQS9
P31994	P08101
P31995	P08101
P12318	P08101
Q96F15	Q99MI6
Q96F15	Q8BWF2
P00846	P00848
P05452	P43025
P25791	P25801
P13693	P63028
P46783	P63325
P55344	P56563
P24158	Q61096
Q13268	Q149L0
Q13951	Q08024
Q16774	Q64520
Q9P1V8	F6XZJ7
Q96AB3	P85094
Q86Y79	Q8BW00
Q567V2	Q8VIK2
Q9Y328	P47759
Q6UWI2	Q923D3
Q8NDD1	Q8CIL4
Q99497	Q99LX0
Q8WWF3	Q9D9Y8
Q9Y3C1	Q9CPT5
O75360	P97458
P36969	Q91XR9
Q5H913	Q9D416
Q8WW33	Q9DAN6
Q9H204	Q920D3
Q99595	Q9Z0V8
Q9UJW9	Q9ERC3
Q9NVQ4	Q9WUD8
O15522	O70584
O75414	O88425
Q6PI25	O35089
Q15116	Q02242
Q96BQ1	P97805
Q8NDX6	Q6NZQ6
O75935	Q9Z0Y1
Q9BZW8	Q07763
Q9H6L4	Q3UJZ3
Q15126	Q9D1G2
Q01449	Q9QVP4
Q9UD71	Q60829
Q5VYY1	Q9D3J5
Q969K7	Q9D7S1
Q9BY08	Q9D0P0
Q9BZE7	Q9D9S1
Q9UHF5	Q9QXT6
O60682	O88940
P15018	P09056
O95169	Q9D6J5
Q8TB05	Q6P3B2
Q8IWL3	Q8K3A0
Q7Z4M0	Q9CWH4
Q8WWZ3	Q8VHX2
Q8IWF9	Q9D4V3
Q99766	Q9CRA7
Q9H2K0	Q9CZD5
Q9H2H8	Q9D6L8
O95866	D7PDD4
P07316	P04344
P02741	P14847
P19075	Q8R3G9
Q8TAM6	Q5EBJ4
Q01658	Q91WV0
Q9BTE0	Q3UG98
Q8TCZ2	Q8BIF0
P63208	Q9WTX5
Q9BZD6	Q8BGN6
Q96LC9	Q91ZE9
Q9NV23	Q8R197
Q96K30	Q9D1H0
Q9Y343	Q9CRB0
P63279	P63280
Q14011	P60824
Q5SWH9	Q3KQJ0
Q6NUJ2	Q32M26
P59534	Q7TQA5
Q6PJQ5	Q3UM89
Q9H772	O88273
Q14197	Q8R035
Q8N6I1	Q6X7S9
Q8N5M4	Q810A3
Q96T52	Q8BPT6
Q6ZW13	Q9D4A5
Q5T4W7	Q9Z0L2
Q8TD10	Q9D9F8
Q96F25	Q9D081
Q9NWW6	Q91W63
P54107	E9PVG4
P01275	P55095
A6NJG2	Q8BY98
Q7Z444	Q7TN89
Q6ICB0	Q9CQT7
Q8NI32	Q9D7F2
A6NJL1	B2RTN3
Q9BUG6	B2RTN3
A6NGD5	B2RTN3
P0CG00	B2RTN3
P01589	P01590
P11844	P04345
P56880	G5E8X0
P23280	P18761
P32971	P32972
O95150	Q5UBV8
P59095	P59096
Q9ULL0	E9Q0C6
P25800	Q924W9
P58753	Q99JY1
Q8WUK0	Q66GT5
Q6ZMJ4	Q8R1R4
Q969L2	Q8BI08
Q969E8	Q8C8T8
Q9UFW8	Q8BHG9
Q9UHA3	Q99L28
A8MXZ3	A2A5X3
Q7Z692	Q3TQ88
P51970	Q9DCJ5
Q96KN9	Q8BSD4
Q96L94	Q8C084
Q7Z2W9	Q9D1N9
P25445	P25446
Q5HYL7	D3YWQ9
P26441	P51642
P43489	P47741
P62937	P17742
P18405	Q68FF9
Q96DZ7	E9Q9H8
Q14442	Q5M9N4
Q8IZU3	P70281
Q96AH0	Q8BGW5
Q86SM5	Q91ZB5
Q8IY42	Q99K99
Q8IY57	Q99LW6
Q8TAE8	Q9CR59
Q9BXL8	Q9CWM2
Q9Y3B7	Q9CQF0
Q9Y342	Q9DCU2
Q96G61	P0C027
Q8NFP7	P0C027
P30050	P35979
A6NGB7	Q8K071
Q8WWP7	P70224
Q96F85	Q5M8N0
Q9HBM1	Q3UA16
Q2TAP0	Q9D428
Q8NEV9	Q8K3I6
Q9UBM1	Q61907
Q86UA6	Q9CWY9
Q8IZV2	Q9CZR4
Q9HB58	Q8BVK9
Q9BVG4	Q9D0B6
Q96BQ3	P86449
Q96BQ3	P86448
Q96BQ3	Q3TL54
A6NCK2	P86449
A6NCK2	P86448
A6NCK2	Q3TL54
A6NDI0	P86449
A6NDI0	P86448
A6NDI0	Q3TL54
P0CI26	P86449
P0CI26	P86448
P0CI26	Q3TL54
P0CI25	P86449
P0CI25	P86448
P0CI25	Q3TL54
Q9BSJ1	P86449
Q9BSJ1	P86448
Q9BSJ1	Q3TL54
C9J1S8	P86449
C9J1S8	P86448
C9J1S8	Q3TL54
A6NGJ6	P86449
A6NGJ6	P86448
A6NGJ6	Q3TL54
I1YAP6	P86449
I1YAP6	P86448
I1YAP6	Q3TL54
A6NI03	P86449
A6NI03	P86448
A6NI03	Q3TL54
A6NLI5	P86449
A6NLI5	P86448
A6NLI5	Q3TL54
Q9HD47	Q9JIB0
Q9HD47	G3UW67
Q9HD47	D3Z237
P46597	D3KU66
P34741	P43407
Q16626	Q64327
Q9BQA9	Q3TYS2
Q96MC4	Q497N6
Q8NCR9	Q8BHH8
Q9BQD3	Q80XH1
Q9NWZ8	Q8BHE1
Q96MX0	Q99LJ5
Q96EH3	Q9CWV0
Q9BYG3	Q91VE6
Q96F05	Q9D8N1
O15539	O08850
A6NMX2	Q3UTA9
Q5T700	D3YYZ1
Q5T0L3	Q4FZF2
O75223	Q9D7X8
Q96A32	P97457
Q16558	Q8CAE3
Q9Y281	P45591
Q8TAG6	Q8BG31
Q14773	Q9ERM2
Q8N699	Q8R411
Q7L2Z9	Q9CPQ5
Q96CM4	Q8VC33
Q9UGQ2	Q8BG21
Q9BV57	Q99JT9
Q9NUP1	Q8VED2
Q9Y3C5	Q9QYK7
P07320	P04342
P07320	Q03740
P07320	Q9CXV3
O60493	O70492
P23528	P18760
Q5VWP3	Q5FW52
O95989	Q9JI46
P56557	Q9D1X9
Q96JZ2	Q6VYH9
Q96IZ2	Q8C138
P43629	P83555
P43629	Q673W2
P43630	P83555
P43630	Q673W2
Q14943	P83555
Q14943	Q673W2
Q8N743	P83555
Q8N743	Q673W2
P43626	P83555
P43626	Q673W2
P43627	P83555
P43627	Q673W2
P43628	P83555
P43628	Q673W2
P43631	P83555
P43631	Q673W2
A8MWS1	P83555
A8MWS1	Q673W2
P43632	P83555
P43632	Q673W2
Q14954	P83555
Q14954	Q673W2
Q14953	P83555
Q14953	Q673W2
Q14952	P83555
Q14952	Q673W2
Q8N109	P83555
Q8N109	Q673W2
Q8NHK3	P83555
Q8NHK3	Q673W2
Q99706	P83555
Q99706	Q673W2
O00421	O35457
P01033	P12032
P02489	P24622
P59998	P59999
O00258	Q8K0D7
Q5XKK7	Q14DQ1
A2A368	Q9CWV4
Q9H628	B2RVE2
Q8IWT0	Q505B7
Q147U7	Q8CEZ1
Q8IZJ6	Q8K3F7
Q8N114	Q9D7I0
Q8WVJ2	Q9CQ48
Q96LU5	Q9CQU8
Q9NPA3	Q9CQ20
Q9NP86	Q9JLK3
A1L167	A0PJN4
I3L3R5	J3QPU5
O15182	O35648
P46778	O09167
P47928	P41139
P55789	P56213
P07315	Q61597
Q8N614	D3Z447
P51571	Q62186
Q5T1C6	Q3UUI3
Q6QNY0	Q5U5M8
P41208	Q9R1K9
Q86X19	Q8K0U3
Q9H9V4	Q8BP31
Q96B77	Q9CR76
Q8TAI7	Q9D8T3
Q8WUB2	Q9DB54
A6NEY8	Q9D820
O95881	Q9CQU0
O60831	Q9JIG8
Q8WWA1	Q4FJU9
Q9BY19	Q99N10
Q9H081	Q9CY25
Q8IUG1	A2A588
Q8IUG1	Q3V2D6
Q07627	A2A588
Q07627	Q3V2D6
Q9BYS1	A2A588
Q9BYS1	Q3V2D6
Q9UIL8	A6H5X4
Q9UIL8	B4XVP9
Q9UIL8	Q8BVM9
Q9UIL8	B4XVQ1
Q9H9S0	Q80Z64
Q6NSW7	Q80Z64
Q8N7R0	Q80Z64
A6NP61	C3VD30
P0DJR0	E9PW74
O95994	O88312
P08620	P11403
P10916	P51667
Q8ND94	Q3TYX2
Q9BTL4	P17950
Q99674	Q8R1U2
Q9H875	Q9CWV6
P01583	P01582
Q2M1V0	A1A546
P63316	P19123
Q8N1D5	Q4KKZ1
Q8TAL5	Q8BHW4
Q96B54	Q8C1M2
Q9GZN8	Q9D1K7
Q96QS1	Q9JHH2
P62280	P62281
P62979	P62983
P68036	P68037
Q8N9Z2	E9Q4T4
O43257	Q8R331
O43447	Q9D868
O43745	Q9D869
P82663	Q9D125
Q9NX04	Q499E6
Q8WW01	Q8R3W5
Q96B02	Q8VDW4
Q9BQE4	Q9BCZ4
Q96LB2	Q8CIP3
Q96LB0	Q8CIP3
Q96LA9	Q8CIP3
Q16611	O08734
O00287	Q8VCG9
Q2QL34	Q99MS3
P82914	Q9DC71
P60981	Q9R0P5
Q96EY4	Q9CR02
Q96L08	Q9D176
Q9BW83	Q9D0P8
Q9UMX2	Q9R109
Q8IXM2	Q9DCT6
H0YIS7	Q9DCT6
Q3C1V0	J3QN01
O14669	Q8R182
Q0VDD7	Q6DIA7
Q32NC0	Q5XFZ0
A8MXK1	Q9D806
Q8IXL7	Q8BU85
Q8TCA0	Q8CI70
Q8NEJ0	Q8VE01
Q9NV35	Q8BG93
Q9NV35	D3Z175
P02743	P12246
P30044	P99029
A6NLP5	Q8VBW8
Q5TGI4	Q3V1H9
O95445	Q9Z1R3
Q6UWD8	Q8C708
Q8N6I4	Q8BH26
P52815	Q9DB15
Q6UW68	Q91XE8
Q8N668	Q8K4M5
Q8N5L8	Q99JH1
Q9NWV4	Q8BHG2
Q9UH36	Q8K2M3
Q9P031	Q8R2N0
Q96C57	Q3UY34
P52298	Q9CQ49
Q9UBY9	P35385
Q9BU02	Q8JZL3
Q96PP4	Q9DA17
Q00059	P40630
Q96MA1	A2A9I7
Q8IUA0	Q4KUS1
Q9BUA6	Q62082
Q9Y4Z2	P70661
Q8TAP4	Q8BZL8
Q9BSK0	Q7TQJ1
Q13526	Q9QUR7
Q7RTU1	Q9JLR5
Q9BQ61	Q9D735
Q99732	Q9JLJ0
Q9Y3D0	Q9D187
Q9NQ50	Q9Z2Q5
P54852	O35912
P61966	P61967
Q8N945	Q0VBB0
Q9UMY4	O70493
Q96N03	Q6PDS0
Q96E40	Q7TPM5
P49459	Q9Z255
Q6IAA8	Q9CQ22
Q9H910	Q6PGH2
Q9GZV4	Q8BGY2
Q9UNN8	Q64695
Q9NQ25	Q8BHK6
Q8N6N3	Q9CWU4
Q96N28	Q8VE85
Q8WVJ9	Q9D030
Q9H2I8	Q9D9B4
O15273	O70548
P08294	O09164
P51668	P61080
P62837	P62838
O43181	Q9CXZ1
O95807	Q9CXL1
Q8N4C9	Q5QR91
Q7Z3H0	Q8BXP5
Q96H15	Q6U7R4
Q53FP2	Q9D328
Q96FF9	Q9CPY3
Q96M83	Q9D541
C9J6K1	D3Z070
A6NNL5	Q0VG49
P01344	P09535
P02585	P20801
P24522	P48316
P61077	P61079
P63146	P63147
Q9NPA1	E9Q7U0
Q8N5S3	Q5SPV6
Q8N2H4	Q78S06
Q6UXN8	Q8BRU4
Q9NX38	Q80ZQ9
Q9H1K1	Q9D7P6
Q9Y534	Q91YQ3
O00110	D3YYM0
O95050	P40936
A8K5M9	Q8CE97
O43324	Q9D1M4
Q7Z5L0	Q5SXG7
Q8WYK2	P97875
Q16514	Q8VE65
O96007	Q9Z223
Q8WTV1	Q8BJ25
Q9Y225	Q8BGI1
P40337	P40338
P63241	P63242
P42773	Q60772
Q14242	Q62170
Q9H0T7	P35292
Q96Q77	Q0P523
Q96IK1	Q5SQY2
Q9BXS1	Q8BFZ6
Q86SZ2	Q9D289
Q86VE3	Q9D5N8
Q9P0S3	Q921I0
Q9BQI9	Q9JHR9
A6NFT4	J3QPZ5
P0DJH9	B2RV38
O75496	O88513
P13598	P35330
P05230	P61148
P49918	P49919
P61088	P61089
P83731	Q8BP67
Q96DE0	Q6P3D0
Q3C1V1	Q9D1Z2
Q8TD06	Q8R3W7
Q8N138	Q9CPZ6
Q96FT9	Q9DA69
Q9H0U6	Q9CQL5
Q9UMX5	Q9CQ45
Q9UKB3	Q9R022
P22392	E9PZF0
P22392	Q01768
Q7Z5H5	Q8R296
Q8NFZ6	Q8R296
P40259	P15530
A8MVS5	Q75VT8
Q5BJF2	Q8VD00
Q8N6F8	Q8BGM4
Q8IVP5	Q9DB70
Q9NZC2	Q99NH8
Q9GZZ7	Q9JJT2
Q9NSA1	Q9JJN1
Q8IYN6	Q8BQH4
Q8IYN6	D3YZA3
A6NI73	D3Z7A9
A6NCS4	P43688
P11912	P11911
P16150	P15702
Q8IW00	D3YXI4
P62750	P62751
P60660	Q60605
P0C024	Q99P30
Q6ZTI6	Q7TS73
P13284	Q9ESY9
Q9NYV7	P59529
P56377	Q9DB50
Q8NC54	Q8K201
Q9BSD3	Q8K3A4
Q96K17	Q9CQH7
Q9BSD7	Q9CQA9
Q9H171	Q9QY24
O00422	O55128
P61244	P28574
Q12798	P41209
Q8IZS6	P11985
O60888	Q9CQ89
O95257	Q9Z111
Q6P6B1	Q8K0S2
Q969Q4	Q6P3A9
P61009	Q9D365
Q6EIG7	Q9JKF4
Q9P0M4	Q8K4C5
A6NLU0	Q8VH31
F8VTS6	Q8VH31
O75677	Q8VH31
O75679	Q8VH31
O75678	Q8VH31
A6NLX3	Q5IBH6
A6NLX3	Q8CDE8
O15525	O54790
O95406	O35372
O00526	P38575
P01135	P48030
P46776	P14115
Q07011	P20334
Q02539	P43275
Q16619	Q60753
O75607	Q9CPP0
Q96LI6	Q80Y37
Q6PH81	Q9CR55
Q13232	Q9WV85
Q969G6	Q8CFV9
Q96A28	Q9D780
Q9H5X1	Q9DCL2
Q9NYP8	Q9D4G1
Q9Y2Y0	Q9D385
A8MTS3	Q8BUM6
P0C2L3	Q8BUM6
P09038	P15655
P26436	P50289
P62269	P62270
A6NML5	Q8C6V3
Q9BXU3	A2AFS9
O43665	Q9CQE5
O43674	Q9CQH3
Q969J5	Q80XF5
Q53FV1	Q9CQZ0
P51636	Q9WVC3
Q9UBX0	Q61658
Q9BV29	Q8BS39
Q8WWG9	Q9WTW3
Q9NXI6	Q9D241
B4E2M5	J3QNN4
P11226	P41317
P56539	P51637
Q5VVC0	Q3KQP7
Q86UF4	Q3URK1
Q8N9N8	Q3THJ3
O00746	Q9WV84
Q8IVU9	Q8CDT7
Q6UWJ8	Q9D6W7
Q9H4G4	Q9CYL5
Q9H2W2	Q9WUI0
Q9P126	Q9JL99
P23497	O35892
Q3LI83	G3X9A2
Q8N7X2	A2RSX4
P78543	Q04211
P52434	Q923G2
Q9NR77	P42925
Q86XR5	Q810F0
Q9H6K4	Q505D7
Q8WVP5	Q8K288
Q9BUH6	Q8K0Y7
Q8WXD5	Q9CX53
Q8WWF5	Q9DAH2
Q969H6	Q9DB28
Q9NYW7	Q9JKT2
P20292	P30355
Q495C1	F6TQD1
Q8WV19	Q5SSN7
Q5JR98	Q8CDY7
Q587I9	Q9CSV6
Q9NRP0	Q78XF5
Q969F1	Q9D8P7
Q9Y2V2	Q9CR86
Q9Y2V2	J3QPI4
P07741	P08030
P30536	P50637
P61326	P61327
P62263	P62264
Q6P9F5	Q3UWA4
B2RV13	Q9DAN9
Q8N4G2	Q3SXC5
Q96LL9	P59041
Q8NDC4	Q6PGF2
Q8WVK2	Q8K194
Q8NEA4	Q9CQ24
Q9BRQ6	Q91VN4
Q96IL0	Q9CQW7
Q9ULY5	Q9R0Q8
P62277	P62301
A6NNP5	Q8BXX9
Q5TA89	P70120
P07360	Q8VCG4
Q9BVJ7	Q6NT99
Q8WVH0	Q8R1B5
Q86WC6	Q9D119
Q9BQP9	Q9D9J8
P01213	O35417
A1L4L8	Q08EJ0
P83876	P83877
P47874	Q64288
Q8N8I0	Q0VE29
Q99757	P97493
Q49AH0	Q8CC36
Q5VZ52	Q9DAI9
Q9BUB7	Q921N7
Q96HR9	Q9JM62
Q9NX76	Q9CZ69
Q9NPI0	Q9D6G5
Q969E4	Q9DB24
Q969E4	Q8CCT4
Q969E4	Q8R0A5
Q5H9L2	Q9DB24
Q5H9L2	Q8CCT4
Q5H9L2	Q8R0A5
Q6IPX3	Q9DB24
Q6IPX3	Q8CCT4
Q6IPX3	Q8R0A5
Q9NRH1	Q9DAY6
Q9NRH1	G3UW66
H7C350	F6WEU2
O75293	P22339
P01588	P07321
P12272	P22858
P98179	O89086
P47813	Q8BMJ3
Q7Z7G2	Q80WM3
Q8IWP9	Q8CEI3
Q5VTT2	Q9CQC3
Q9NX18	Q8C6I2
Q9Y530	Q8R5F3
Q9H3R5	Q9QYM8
Q5VVX9	B1AUC4
O96000	Q9DCS9
Q8N1L9	Q8R1H8
Q8TAC1	Q8K2P6
Q8IW50	Q9D772
Q9BU61	Q9JKL4
P59538	Q7M721
P59543	Q7M721
P59537	Q7M721
P59540	Q7M721
P59539	Q7M721
P59541	Q7M721
P59542	Q7M721
P59544	Q7M721
P02792	P49945
P02792	P29391
Q0P5N6	B1ATY8
O15499	P56916
P05305	P22387
P11686	P21841
P15531	P15532
P10747	P31041
P49771	P49772
P62158	P62204
P59282	Q0P5Y3
Q4KMG9	Q0VBF2
Q5T2D2	Q2LA85
Q9NPI8	E9Q5Z5
Q8N661	Q497J1
O60613	Q9ERR7
Q99966	P97769
Q9NSI2	P58468
Q13405	Q9CQ40
Q9BSJ6	Q8BFY7
Q96GL9	Q8CAA5
Q9Y5R8	Q5NCF2
Q8WXI8	Q9Z2H6
Q99471	Q9WU28
Q9NQ30	Q9QYY7
