Q7TQD2;O94811
Q3TNL8;Q8IWB1
Q8BYB9;Q8NBL1
Q69Z98;Q8IWQ3
Q9D1J3;P82979
Q9D1N4;A6NI61
Q00422;Q06546
Q8C5P7;Q86YL5
Q6PFY1;Q86WN1
Q8C0N1;Q8N4N8
Q922U2;P13647
Q6PCZ4;Q9HCI5
Q91VR2;P36542
P51162;P51161
Q9Z321;O95985
Q8CD60;Q2T9L4
Q99LI2;Q96S66
Q9ER04;Q9H3S3
P22752;P04908
O70251;P24534
Q61102;O75027
Q9CQY8;Q53R12
Q61809;Q6UXK5
Q99MB1;O15455
Q505D9;Q6ZTA4
Q5RKS2;Q9BQ49
O08650;O00219
A2A432;Q13620
Q9Z2E2;Q9UIS9
Q91XD6;Q86VN1
Q9QUQ5;Q9UBN4
Q91YD1;Q8N144
Q2XU92;Q5FVE4
P50428;P15289
P32020;P22307
Q30KN4;Q30KP9
Q80VH0;Q8NDB2
O35099;Q99683
Q6A0A9;Q9NZB2
Q8BH18;Q9H0C3
Q61115;Q13635
Q9CUN6;Q9HCE7
Q60765;P18847
Q8R1N0;Q96NB3
Q62226;Q15465
Q9CR36;Q9NS71
Q91WS4;Q9H2M3
Q3TPR7;Q9NVA4
P70424;P04626
O35954;O00562
Q80W54;O75844
Q62280;Q15532
Q8BLU2;Q5VZV1
Q8BKG3;Q13308
Q80Y50;O94983
P61750;P18085
Q7TT18;Q6VMQ6
Q3UKU4;Q8NEG4
Q9D1D1;A1L157
P36898;O00238
Q9D1C1;O00762
O35626;Q9Y272
Q9JLB9;Q9NQS3
O54943;O15055
Q8K4K3;Q92519
Q0VFX2;Q5JU67
Q8R322;Q53GS7
Q9QYI5;P25686
Q3UF25;Q86TL2
Q9QXZ9;Q9UHM6
Q7TN05;Q96PC3
Q9D338;P49406
P27661;P16104
P54116;P27105
Q8C147;Q8NF50
Q61169;Q92908
Q8BTZ5;Q86W74
Q9D5T7;Q86X24
Q9DAM1;Q8IZ02
P40124;Q01518
Q8BYK8;P61129
Q8C878;Q8TBC4
Q9Z1Q2;O95870
P54265;Q09013
Q04735;Q00536
Q99KE1;P23368
O08599;P61764
Q9CWU6;Q9NVA1
Q9JLV2;Q8TEL6
Q62448;P78344
P23359;P18075
Q61121;Q15760
Q8BWY3;P62495
Q8R2V5;Q9NPF8
Q8VIJ8;Q12980
P40237;P27701
Q9Z275;P12271
Q5SPW0;Q9P1Q0
A4Q9E4;Q9BWV7
Q3UTQ7;Q9NQV6
Q9D752;Q9UI95
P50752;P45379
P0C242;P22674
Q9JK91;P40692
Q9D665;Q8WUS8
P01731;P01732
Q9CPP7;P07098
Q8BU33;A1L0T0
P43276;P16401
Q8K0R6;A6NH11
Q9CQ84;Q8N7F7
P62849;P62847
Q8BYM7;Q5TD94
Q3UWA4;Q6P9F5
O35130;Q92979
Q7TND5;Q9H9Y2
Q7TS74;Q8IYA6
A2AKM2;Q5VWC8
Q8BRG8;Q96SK2
P10107;P04083
Q9WTP2;Q9C004
P51150;P51149
Q8C078;Q96RR4
Q8BX22;Q9UJQ4
P55292;Q02487
Q923Z4;Q96RJ6
Q149C2;Q8TDR0
Q99L85;Q8TE02
Q80UY1;Q8N4J0
Q68FH4;Q01415
Q3URY0;Q6ZR62
Q9JL10;Q9UHV2
Q91XV3;P80723
Q9CWF2;Q9BVA1
Q69ZT9;Q9Y2I9
Q9ERR8;Q9P2F9
Q8VHK8;O60235
Q6TYB5;Q9UHY8
Q07813;Q07812
Q91ZT9;Q9H765
O35445;Q99942
Q3UIA2;Q68EM7
P58686;Q9BUW7
Q8CJ40;Q5TZA2
A2A7S8;Q9P206
Q9JI44;Q9NPF5
Q91WD0;Q9NPR9
Q5NC83;A4D263
Q64267;P23025
Q9JJR9;Q9NQ35
O35709;O14682
P00848;P00846
A1A547;Q96LB9
O35280;O14757
Q8K4Z5;Q15459
Q64374;Q15493
Q5DTJ9;Q86TC9
Q8R5L3;Q96JC1
P58283;Q9NWF9
Q9CR89;Q96RQ1
Q80WQ9;O75132
Q8VCI7;Q6NVH7
Q9Z1S3;O95267
Q7TPM3;Q9Y577
O88199;Q7LGC8
P39688;P06241
Q02053;P22314
Q64151;Q9C0C4
Q9JL25;Q08116
Q8VD57;O95562
O08581;O00180
P41593;Q03431
Q99J95;P50750
P50544;P49748
Q9D3B1;Q6Y1H2
Q9JHG0;Q6UW01
Q91WA3;Q96DB2
Q80TE0;Q9BWH6
P61759;P61758
Q8CFG0;Q8IWU5
Q8R010;Q13155
Q9D925;Q96KX0
Q9D6K5;P57105
P62816;O00198
Q8BX80;Q8NFI3
Q9DCF1;Q86YD3
P62956;P62955
P55097;P43235
P70208;P51805
Q810B7;O94991
Q6A068;Q99459
P25085;P18510
Q6P4S8;Q8N201
Q673U1;Q9Y278
Q9CQN6;Q9P0S9
P37804;Q01995
Q03517;P13521
Q9QZ10;Q9UJ72
Q61025;Q8IY31
Q01853;P55072
Q9R1K7;Q9UJT1
O55187;O00257
Q9CWI3;Q9P287
O08914;O00519
Q9EPE9;Q9HD20
Q80ZA7;Q8N0W7
O70578;Q06432
Q8R2R9;P53677
Q9CZ82;Q9BUE0
P04247;P02144
P29533;P19320
Q9ERV1;Q9H000
Q9CQQ4;O14893
Q8VFX2;A6NL26
Q80TS7;O94850
Q9D6Y1;Q9BQI4
P55264;P55263
Q9CWP8;Q9HCU8
Q8R373;Q9H6B4
Q8BGT9;Q8IXK2
Q4VC17;Q8TE60
Q9R0A5;P51956
Q8C0C0;Q9Y6X8
Q9CQR6;O00743
Q5F204;Q5I0G3
Q80WQ2;Q08AM6
Q8CI52;Q8IYS0
P51432;Q01970
P83940;Q15369
Q925K9;Q9BXA6
Q8R1E7;Q8WY98
Q99MH5;P56597
Q80TS8;Q68CR1
Q9JJV1;P53672
Q8CHH9;Q92599
Q8BSK8;P23443
Q9R0X2;O15204
P11440;P06493
O70325;P36969
Q6P068;A6NH57
Q8C9S4;Q7Z3E2
Q9R0N4;Q6XYQ8
P48026;P21673
Q8BYH0;A6NNA5
Q8CIM5;Q9NQS5
P17257;Q9BTA0
Q61216;P49959
Q7TN16;Q96QV1
Q8JZU0;Q86X67
O35654;P49005
Q3TBD2;Q92619
Q5Y5T1;Q5W0Z9
Q9D7I9;O43548
Q8BGW0;Q8N1K5
Q8BHL6;Q9BTP7
Q80TI0;Q3KR37
Q64519;O75056
Q6PEM6;Q96HH9
P97355;P52788
Q6A000;Q2KHM9
O88466;Q9H2Y7
Q924W5;Q96SB8
A2AWA9;Q9Y3P9
Q8CDM4;Q6ZRK6
Q8C341;Q9UBS9
Q923L3;Q96PZ7
Q8BN59;Q9BRS8
P98083;P29353
Q9D172;P30042
Q8BL97;Q16629
Q60648;P17900
P52734;P98174
P33610;P49643
P21552;P09544
Q80T41;O75899
Q02780;Q12857
Q9CTN4;O94955
Q8R1I2;P07492
Q3UAW9;Q9HAW0
P70352;Q96L15
A2AQH4;Q5H9F3
Q04841;P29372
Q9D938;Q9NX00
Q6EAL8;Q6EBC2
Q9JIY0;Q53GL0
Q3TA38;A0PK00
Q9Z2H6;Q8WXI8
P61237;P61236
Q8VHB5;Q16790
Q5SWK7;Q96MT1
P35290;Q969Q5
O09198;P21145
Q6NXK2;Q9HCE3
Q99LH1;Q13823
P84089;P84090
O08689;O14793
P16882;P10912
Q9DBP0;O95436
Q8R5F8;Q8TE68
A2A5X4;A8MX34
O09005;O15121
Q9D1R1;Q8IUX1
P15327;P07738
P20108;P30048
Q9QUI6;Q16570
P18911;P13631
Q9D411;Q6SA08
Q9JJK2;Q9NS86
P55041;P55040
Q8R349;Q13042
Q6ZQ88;O60341
Q8VCX2;Q9NQQ7
P15919;P15918
Q8CHY3;Q7RTS9
Q5SXG7;Q7Z5L0
Q8BGT8;Q96FC7
Q6SJQ7;Q8TDQ1
Q61656;P17844
Q6PAL0;Q5T5X7
Q91YW3;Q13217
O70496;P51798
P29595;Q15843
Q8C015;Q9P286
Q8CDL9;Q9NVE4
O09159;O00754
Q91XW8;O75344
P06683;P02748
Q9D8Q6;Q8IXP5
Q8BIF9;Q6DD87
Q9JHB3;Q99727
P28651;P35219
P59158;P55017
Q9QYY7;Q9NQ30
Q8CCH7;Q8WW38
P70398;Q93008
Q8BGV8;Q9NQG6
Q8BFR1;Q96H79
Q9Z1S0;O60566
Q8CFU8;Q8IXH6
Q9R1B9;O94813
Q99N96;Q9BYD6
Q14DK5;Q96JK4
Q8K4G5;O14639
Q8R5K2;Q8TEY7
Q9D009;A6NK58
B1AUE5;O60683
Q3U6B2;P32249
Q62441;Q04727
A6X8Z5;Q2M1Z3
Q9CR92;Q2M329
Q9D554;Q12874
Q91WD2;Q9H1D0
P09803;P12830
Q99PM3;P52655
P56476;P28476
P41242;P42679
P48455;P48454
Q8R0T6;Q86Y34
Q8BK63;P48729
Q7TMW6;Q9H6Q4
P46686;O00295
Q8C838;Q8IXB3
Q9CR67;P57088
Q6NSW3;Q2M3C7
Q6ZQL4;Q15061
Q62421;Q99963
P30558;P25116
Q3UX10;A6NHL2
Q9CYN2;Q15005
Q99MJ6;Q86UT5
Q8R555;Q9NQ79
P46737;P46736
Q8VCY6;Q9NYH9
Q62261;Q01082
Q9D9M4;Q8IXQ8
Q8R3V5;Q9NR46
Q08943;Q08945
Q8VCZ3;Q9BT49
Q04890;O15370
Q497K5;A6NEK1
Q14BV6;A8MPS7
P26039;Q9Y490
Q8BHR2;Q8TC92
P62141;P62140
Q8R3P6;Q96SY0
Q9WUA1;Q9Y5W5
P18872;P09471
Q02591;P56915
O55123;P09238
Q7TPD0;Q68E01
P15314;P10914
Q14AI6;Q6P087
Q8BX10;Q9NR77
Q9CRC0;Q9BQB6
Q4VBE4;Q63HQ2
P53351;Q9NYY3
Q7TNS2;Q5TGZ0
Q8BGN9;Q9H7X2
Q3V1H1;Q8WWK9
Q8BSM5;Q8WWW8
Q8R2Y9;Q9BQ15
P15920;Q9Y487
Q8CHX7;Q52LD8
Q9QXG9;Q9BSI4
Q3V096;Q8N9B4
Q9JIF3;Q9NY64
Q8VDT1;Q2M3M2
Q99M04;O43766
Q99KR8;Q9BTY2
Q3UH60;Q9P265
Q924D0;Q8WWV3
Q91YR9;Q14914
Q8K3U4;Q8N688
Q9QUM9;P60900
Q80XH2;Q9BZV3
Q9CR53;P08949
Q8VDI1;Q96J88
Q9R1V4;O75078
Q8C8M1;Q9NP50
Q9CQ00;Q96GE9
P09542;P08590
Q6PGB8;P28370
Q80ZJ8;Q8N4Y2
Q8VCU0;Q9UNK9
Q9ES88;Q13183
Q91WB7;Q9HAC8
Q6S5J6;O00522
Q9D011;Q8TAP9
O88712;Q13363
Q9QYY0;Q13480
Q0VBN2;Q8IZU8
Q9Z0F5;O95992
P08249;P40926
P40764;Q07687
Q8K1A6;Q6P1N0
Q8CG46;Q8IY18
Q9Z0Z7;Q13887
Q61233;P13796
Q9R060;P53384
Q80V03;Q3MIX3
O88852;Q9H0U9
Q9CWV6;Q9H875
Q6ZQ08;A5YKK6
Q9CR27;Q9Y3C0
Q80U35;Q96PE2
Q5QNQ9;Q8IZC6
P62855;P62854
Q9CPU9;O15432
P35846;P15328
Q91WQ9;Q96GE6
Q99PL8;Q9BZV2
Q9Z1L3;O75618
Q14BJ1;Q96GI7
O09061;P20618
Q9JHK4;Q92696
P60882;Q7Z7M0
Q61160;Q13158
B2RUR4;Q5T749
Q9WVF6;Q9UNK4
Q64518;Q93084
Q9WUH2;Q9NQ69
Q9R1J0;Q15738
Q8R4G0;Q9Y2I2
Q8R4U6;Q969P6
Q8CDN6;O43396
Q9DD02;Q53FT3
Q8BQJ6;Q96GJ1
P63032;Q96D21
Q6X7S9;Q8N6I1
Q8CDV0;Q5BJE1
Q8K0U4;O43301
Q9QX11;Q15438
Q9WUN2;Q9UHD2
Q9R1M5;P59047
P70170;O60706
Q6GQU2;Q8NBE8
Q99NH2;Q8TEW0
Q8C1S0;A0JLT2
Q8R2Z0;Q5T7M4
Q61097;Q8IVT5
O35696;Q92186
P47754;P47755
Q8K039;Q96AT1
Q64264;P08908
Q8CIT0;P06850
Q9EQX4;Q9BQI0
Q7TSH8;Q12767
Q8C5R2;Q86WR7
Q8K0T4;Q9BW62
Q8BZT9;Q8IV20
Q8BT07;Q53EZ4
Q5SUE7;Q96M93
P68500;O94779
Q5FWH6;O94989
P51954;Q96PY6
P21274;P12643
Q9CQT7;Q6ICB0
Q8BTT6;Q68CQ4
Q8K4L4;Q8WVV4
Q9D168;Q96CB8
Q9WTS4;Q9UKZ4
Q3ULZ2;Q9C0D6
P01582;P01583
Q9EPU0;Q92900
Q9QWG7;O43704
P97873;Q08397
Q8R054;O60687
Q8CFY5;Q12887
Q9CZP7;Q7L3B6
P50992;P51164
P23772;P23771
Q9WV85;Q13232
Q4FK66;Q8NAV1
Q922B6;Q6Q0C0
Q99KR3;Q53H82
Q3TTA7;Q13191
P28700;P19793
Q9D8B1;Q9NVV5
Q7M6Z0;Q86UN3
Q91WN1;Q8WXX5
Q3UPL6;Q8N5U1
Q9CQZ7;Q9Y2Y1
P62257;P62256
Q9EPX2;O95428
Q9CPQ1;P09669
Q5U464;Q8TDY4
Q04891;Q9UN79
Q66JY2;Q53TQ3
Q91V61;Q9BWM7
Q9R069;P50895
Q8R3N6;Q96FV9
O35495;O94921
Q60843;Q9Y5W3
Q80ZU4;Q96E16
Q9WTW4;O14948
Q9CQ94;Q9UF47
Q9QUK3;Q9UBY8
P56388;Q16568
A0JNT9;Q6ZP65
Q5JCT0;O95395
Q3KNM2;Q9NX47
P62320;P62318
Q9ESW8;Q9NXJ5
Q571K4;Q8N5C8
Q62432;Q15796
P27659;P39023
P47713;P47712
Q9DBF7;Q9NXE8
A2A7Z8;Q5VUY0
Q91VN0;O75197
Q6SJQ0;Q9UGN4
Q9WVS4;Q9UQ07
Q9D9Q0;Q6ZNQ3
Q9DBK0;Q8WYK0
Q9QXY9;P56589
Q07104;Q9NR23
P30412;P45877
Q91W53;Q7Z5G4
Q8CD19;Q6ZV70
Q148A4;Q7Z5V6
Q8K2M0;Q96DV4
P30282;P30281
Q8BKK5;Q96CS4
Q99JX4;Q7L2H7
Q9CR29;Q96MW1
Q3TUD9;Q96B42
Q8BHE0;Q96HE9
P50171;Q92506
Q64693;Q16633
P58307;O43613
Q6NVF9;Q16630
Q9QY01;Q8IYT8
Q8BQY8;O60921
O88451;O75452
Q9WUL7;P36405
P70302;Q13586
Q8BH82;Q6IQ20
Q8K2K6;P52594
O88566;Q9Y2T1
Q01887;P34925
O88551;O95832
Q9QVY8;Q9Y5P3
Q9D0Q7;Q9BRJ2
P13597;P05362
Q9CRB9;Q9NX63
Q3URR0;Q5EE01
Q9R1A8;Q8NHY2
Q91VK4;Q9NQX7
Q8BUH8;Q9BQF6
Q5Y5T5;Q9ULC8
Q8CHD8;O75154
Q80Y75;P59910
P20443;P10523
P70349;P49773
Q8C9V1;Q8IV04
P49443;P35813
Q8BSZ2;P59780
Q9CQK1;Q15649
Q9CXV1;O14521
Q62158;P14373
Q8VCC9;Q9HCB6
Q7TQ32;Q6ZVN8
Q8VD76;Q13889
Q9D4H8;Q13617
Q921R4;Q6Y2X3
P35486;P08559
Q76KF0;Q8NFY4
Q3UTZ3;Q8WVR3
Q8K273;Q8N4V1
Q5XJV6;Q96Q04
Q6P8M1;Q6P1N9
P60670;Q8TAT6
Q9D9S1;Q9BZE7
Q9WVA8;O15130
Q9WV68;O00746
Q99ML2;Q13470
Q9WV32;O15143
A2AG50;Q96T17
Q8CHS2;Q8N4W6
Q60991;O75881
P21661;P16519
Q08288;Q9NX58
Q91X58;Q8WV99
Q3UHJ0;Q2M2I8
Q925H0;Q16515
Q8BPQ7;Q2NKQ1
Q9Z2A7;O75907
Q3TTP0;Q9BZQ2
Q9Z0L2;Q5T4W7
A2ARA8;P53708
Q9CQQ0;Q96KF7
Q9JKF4;Q6EIG7
Q3TLD5;O94763
Q8BJU2;O75954
Q9JIL5;Q9NRJ4
Q810S1;Q9NWR8
P61514;P61513
Q9CWE0;Q9H019
O09009;Q9Y644
Q8BFW9;Q8TD20
P08553;P07197
Q8C460;O43414
Q5SS90;Q8NEG2
Q8VHG2;Q4VCS5
Q8BHW6;Q7Z572
Q5F289;Q8N4L4
Q9WTL8;O00327
Q920F6;Q8NDV3
Q9R1E6;Q13822
Q9CWJ9;P31939
Q9DBC7;P10644
Q9D387;Q9UJQ1
Q3UMR5;Q8NE86
O54967;Q07912
Q3TNW5;Q3MIW9
Q8K0Y7;Q9BUH6
Q61503;P21589
Q5DU56;Q7RTR2
Q9DCD5;Q5JTD0
Q8C0D7;Q9UNL4
Q6PHQ8;Q5VZE5
Q9CPR1;Q6NW29
Q61753;O43175
Q91ZD1;Q8N2R0
Q9Z188;Q9Y463
Q9DAS1;Q9UBR5
Q8BVZ5;O95760
Q9Z1G3;P21283
Q99JW5;P16422
Q91YV9;Q9BRR3
O70451;O60669
P70340;Q15797
Q3TFD2;Q8NF37
Q9Z175;P58215
P10166;P12524
Q5BJ29;Q9UJT9
A2APT9;Q5VTJ3
Q9CQ26;O95630
Q8VHQ4;Q96S21
Q80XZ4;Q8N6P7
Q9Z110;P54886
Q9CRB2;Q9NX24
Q69ZS6;Q496J9
Q8K394;Q9UPR0
Q60764;Q13064
Q8BZP8;Q6W5P4
Q99JF8;O75475
Q76LL6;Q2V2M9
A2AUU0;Q9H825
Q9D2Y9;A1L3X0
Q9D8X2;Q96CT7
Q8VE91;Q9H6L5
P27548;P29965
Q91X51;Q9BQQ3
Q8BMD2;Q86YF9
P70451;P16591
P17809;P11166
Q8VDF3;Q9UIK4
P02831;O43365
Q9D6T0;Q9Y314
Q0VEJ0;Q8TAP6
P51945;P51959
P49718;P33992
Q8K1E3;Q6UY11
P00536;P00540
Q7TSG1;Q8N960
Q7TMF3;Q9UI09
Q8BL99;Q5JWR5
Q8VDN2;P05023
Q9ESN3;Q9HCN3
Q8BWG8;P49407
P41245;P14780
P13808;P04920
O54990;O43490
Q8K459;Q8NFP0
Q9JII1;Q9NRR6
Q5IRJ6;Q6PML9
O70583;O15344
P97467;P19021
A2ATD1;B1AKI9
Q6GV12;Q06136
Q61066;P51843
Q8VHC3;Q8WWX9
Q9DBY8;O15381
B1AUR6;Q6ZRQ5
Q8CHB8;Q6EMB2
Q18PI6;Q9UIB8
Q9QZ41;Q9UBU7
Q6QD59;Q12981
Q91Z92;Q96L58
Q8BFQ9;Q9P2K6
Q99KK1;Q6NUK4
Q9D7K5;Q9NW81
Q571B6;Q8TF30
P35969;P17948
A2A9C3;Q5T011
Q8VCZ8;Q9UJJ7
Q64018;P23415
Q5SW45;Q9NXB0
A4Q9F6;A6NNM8
Q6P9R2;O95747
Q8BZS9;Q7L7V1
Q8JZV9;Q9BUT1
P57080;Q9UHP3
Q9JLF6;P22735
Q80VL1;Q9Y2W6
Q9JHP7;Q6UW63
Q8BPU7;Q92556
Q9CQG1;Q8WUX2
Q6NVG7;Q8IYK4
Q8CGI1;P78312
P22518;P49759
Q91V83;O43156
Q9CYQ5;Q9NWW0
O70311;O60551
Q8BWR4;Q9NVE5
P70259;P51810
P70425;Q99578
P0C8B4;Q96BY2
A2AMT1;Q12934
Q9CX13;Q9P003
Q8K174;Q9H2L4
P61329;P61328
Q9ES97;O95197
Q9CQJ2;Q9NWS0
Q14B71;Q69YH5
Q8BYK6;Q7Z739
Q9D8Z1;Q8N9N2
P00405;P00403
P62874;P62873
Q8K0L2;Q5MY95
Q9CR21;O14561
Q8CBW3;Q8IZP0
Q61458;P51946
Q8R1Y2;Q96MC5
Q91WU6;Q9NXF8
Q3UJC8;Q96MH7
P56960;Q01780
P03958;P00813
Q8R1R4;Q6ZMJ4
Q9D0J4;P36404
P30548;P25103
Q80TR8;Q9Y4B6
Q8K2H2;Q8N6M0
P40224;P48061
Q8BGA3;O43300
B9EKI3;P82094
Q9QZB9;Q9BTE1
P70202;Q9BS40
Q8BTM8;P21333
Q9CQY5;Q9H0U3
Q99K10;Q8N2Q7
Q9CXE2;Q4VC05
Q8C180;Q8WU20
P05063;P09972
Q810L4;Q9GZU3
Q9Z1B5;Q13257
Q8BQS5;Q86V24
Q91V92;P53396
Q6P1C1;Q9H8X2
Q9D2U9;Q8N257
Q9DAY5;Q7Z4R8
O35144;Q15554
Q8CHR9;Q8WWB5
Q64733;Q5VYV0
Q99J47;Q6IAN0
Q9ESX4;Q9NP64
Q9Z207;Q9NSV4
Q8BUY5;Q9NPL8
Q8BQX5;Q96DC7
Q8K371;Q9Y2J4
Q5IBH6;A6NLX3
Q7TMX5;Q6PI26
Q6DIA2;Q17RC7
P70270;Q92698
Q3U487;Q5T447
Q80XI3;O43432
Q6NXK5;O75319
Q8CJH3;O43157
Q62168;Q14532
Q3V1N1;Q9Y4C4
Q9QUN9;Q9UBP4
Q8K561;Q7RTW8
Q80X90;O75369
Q9DB90;Q9H0W8
Q923S9;Q15771
Q9D8U3;Q96DN0
Q5SYL1;Q96LW2
Q8VCH9;Q96PB8
Q704Y3;Q8NER1
P57787;O15427
Q8C6V3;A6NML5
Q9D4F2;Q8IY26
Q8VEC4;Q9HA72
Q9D806;A8MXK1
P70460;P50552
P60605;P60604
Q8R2N2;Q969X6
Q9CS74;O95905
Q61288;P37023
P21761;P34981
Q9D8C6;Q9P086
Q8QZZ7;Q9Y3C4
O55233;O95813
Q920V1;O75752
Q9JI74;Q9NR64
Q9CQI4;Q86VG3
P26361;P13569
Q9CWJ3;Q9H079
P59941;Q8N6T7
P09027;P31249
Q9R1W5;Q16602
Q3TYD6;Q8IWU2
Q91WM1;Q96SI9
Q8C5L6;Q9BT40
O35136;O15394
Q3UH66;Q9Y3S1
Q8C1B2;Q7Z3E1
Q14AM7;Q14CZ0
Q640P2;O95841
Q61184;P48039
Q810Q5;Q9C002
Q99PG2;Q9NZT2
Q8BG71;Q53H54
Q64127;O15164
Q8VE65;Q16514
Q4PJX1;Q5SWX8
Q922K9;P42685
Q3THW5;Q71UI9
Q8R127;Q8NBX0
P10923;P10451
P27699;Q03060
Q9JLI7;O75602
Q5PT54;Q5PT55
Q9CQS6;Q86XP6
O09113;Q5XKR4
Q3U1Z5;Q9Y4H4
Q8CHR6;Q12882
Q9EQG5;Q3B7T3
P14719;Q01638
Q3TL44;Q86UT6
Q924H7;Q9BTA9
Q8CIE2;Q8NF64
Q9JJ00;O15162
Q8CIV2;Q4ZIN3
O08532;P54289
Q8BHA3;Q96FN9
P63034;Q99418
P17679;P15976
Q9CZ69;Q9NX76
Q9JIS8;Q9UP95
Q8BXQ2;Q969N2
Q8R1C0;Q03721
Q3TH73;Q9BSA4
P62915;Q00403
Q6PD31;Q9UPV9
Q3V089;Q6ZP01
Q80YR7;Q9HAW4
P58406;Q9Y5N1
Q8CJF7;Q8WYP5
Q9JMI7;Q9BY14
P17012;P17010
Q9R0Y1;Q9NY37
P97326;P55285
Q7TMY7;O15397
Q8BHH9;Q6ZVK1
Q8K4J0;Q96SD1
P70419;Q14435
P62631;Q05639
Q9D700;Q9BV47
Q91WE2;Q9GZU8
Q9ER56;Q6ZSI9
P60867;P60866
Q769J6;Q76LX8
P97434;Q6WCQ1
Q8BIH0;Q9H0E3
Q8BQ47;Q8N129
Q5SSF7;Q5VWP2
Q8VDZ4;Q9C0B5
Q8K310;P43243
Q8VD62;Q9H3H3
Q9JLB2;Q8N3R9
Q80TN4;Q9Y2G8
Q8VIG3;Q8WYR4
Q8C624;Q96N06
Q9CTH6;Q9Y324
P39054;P50570
Q3UHA3;Q96JI7
P70372;Q15717
Q8BRN9;Q5T0F9
Q9D7Q0;Q8N1E2
Q8C8N2;Q8N9R8
P80316;P48643
Q99N99;P31213
Q8VEF1;Q96CP6
O35427;P04424
Q60883;Q8NGV0
Q9CZK6;Q6ZW76
Q9QXE4;Q96A56
A2AR50;Q5JS13
P61014;P26678
Q3TBN1;Q9NWD8
P28301;P28300
Q0VBL1;Q4W5G0
Q3TDN0;Q96F81
Q9WUX5;Q9Y6F6
Q7M6Y2;P35716
P38060;P35914
Q6PE55;Q15198
Q9CZD3;P41250
P70122;Q9Y3A5
Q9CQX5;Q9NY35
Q8BH07;Q8N6S5
Q8BH74;P57740
Q9QZU9;O14933
Q62053;P43116
O54926;O15304
Q6GQW0;A6QL63
Q62073;O43318
Q9JK30;Q9UBD5
Q8VCE4;Q8IXQ3
Q9WUI1;Q15759
Q3U155;Q6PII3
Q9CZW6;Q9NTX7
Q8BP86;Q5SXM2
A2ASS6;Q8WZ42
Q8BVG5;Q96FL9
Q5SV85;Q9UMZ2
Q8K2C8;Q86UL3
Q6DFY8;Q9C0B6
O55060;P51580
Q922G2;Q8TAV0
Q91VM9;Q9H2U2
Q3TQQ9;Q9NSG2
Q8BH83;Q96BM1
O35239;P43378
Q9D735;Q9BQ61
Q8VCD5;Q9NVC6
Q9R100;Q12864
Q91W97;Q2TB90
P47873;P20809
P80205;P32242
O35453;P05981
Q60825;Q06495
Q673H1;Q2TAM9
Q8K4R4;Q9UKF7
Q921V5;Q10469
O08969;Q53GA4
P48441;P35475
Q5SSZ5;Q68CZ2
Q5SVR0;Q66K14
Q9D1B9;Q13084
Q8BGW2;Q9NX94
Q80YA8;Q5IJ48
P04370;P02686
P14483;P05538
Q91V37;Q99437
Q8C2L6;Q8NDZ6
Q9CWY9;Q86UA6
Q3U128;Q8J025
Q8R3H7;Q7LGA3
Q9D684;Q8WYP3
Q6PHN9;Q15286
Q9JKX6;Q9UKK9
Q7TSY8;Q562F6
Q8BZF2;Q0D2K0
P62880;P62879
Q91XC0;Q96IF1
Q8CGU1;Q9P1Z2
P01139;P01138
A4FUP9;Q96MS3
Q8CFI7;P30876
Q6KAS7;Q96K83
Q9D115;Q9Y5V0
Q8BGN5;Q6P499
Q64704;Q13277
Q7TSZ8;Q96RE7
Q8CDI7;Q8NCX0
P43431;P29459
P47963;P26373
P08752;P04899
P97458;O75360
P17553;P56703
P68372;P68371
P47968;P49247
Q8R0Y6;O75891
Q80XJ2;Q8IYW5
P52431;P28340
O88653;Q9UHA4
O35226;P55036
Q9ESJ1;Q8TDN4
Q3UNH4;Q7Z2K8
Q6PGH2;Q9H910
P52801;O43921
P40935;P11086
P58006;Q9Y6P5
Q8BGB7;Q9UHY7
Q3V0C1;Q5H9K5
Q9D856;Q6ZMH5
Q6VN19;Q6VN20
Q8K1H7;Q8N4U5
Q922U1;O43395
Q9D2S4;Q96KW9
Q9D864;Q9GZN1
Q9QZB6;Q92570
Q6TCG2;Q6ZVX9
Q9D903;Q99848
Q61592;Q14393
Q61846;Q14680
A3KMP2;Q5R3I4
Q7TMB3;Q9UQK1
A2ASQ1;O00468
Q8R066;Q9BXJ3
Q91VT8;Q96QK8
P59328;O75717
Q924A0;Q9NQB0
P15116;P19022
Q7M758;Q9UQQ1
Q3UHX9;Q5T280
Q8BWC0;Q8NHX9
Q9WTX6;Q13616
Q8C6U2;Q8N755
Q8CEC6;Q96BP3
Q8R1F1;Q96TA1
Q7TN83;Q17RD7
Q9JHD2;Q92830
O54941;Q969G3
Q80Y19;Q6P4F7
Q3U2K5;Q6B0I6
Q68FF0;Q6NSI8
Q8C0D0;Q8WWH5
Q64429;Q16678
Q8C1A3;Q9UBK8
Q9CPX6;Q9NT62
Q8CHG5;O15033
Q8R4F1;Q96CW9
Q7TPG8;Q7Z5A9
Q3U108;Q03989
Q9CXK9;Q96EV2
Q61488;O43323
P49813;P28289
Q9ES03;Q9UMR3
Q8K0U3;Q86X19
P70277;Q9UJ37
Q9WVH6;Q9Y264
Q9QZ09;Q9UMS5
P19788;P08493
O35684;Q99574
P07147;P17643
Q8BZH1;P49221
Q8BMY7;P20155
Q69Z23;Q9UFH2
Q9CR55;Q6PH81
P57746;Q9Y5K8
